Model,Rating,Title,Review
Samsung Galaxy M30,4,Ok,Ok
Samsung Galaxy M30,3,Budget phone...,Front camera quality s nt...up to d 16 mp...poor quality...nd d display....nt like a amoled...jst it s amoled...nt crisp...display s dim
Samsung Galaxy M30,5,Samsung in pursuit of excellence,I like the features and quality of the components built in the phone.
Samsung Galaxy M30,1,Broken product seal,I have no complaints regarding the phone. The phone is working good so far. But the product seal was broken.
Samsung Galaxy M30,1,mobile phone is too slow and hanging problem,price worth but hanging issue
Samsung Galaxy M30,1,Waste of money,"Very disappointed with the product. Microphone quality is the worst i have ever seen. Though amazon replace it once, the performance is same. It the mobile does nt fullfill its primary duty then what is the use of the handset... Total waste of money. 😡"
Samsung Galaxy M30,5,Worth money,Good mobile
Samsung Galaxy M30,5,Good,Supper
Samsung Galaxy M30,5,Lags in highend graphic games,Poor network quality... But No call drop
Samsung Galaxy M30,2,Not for heavy official and business use.,Slowing down terribly in just 3 months.
Samsung Galaxy M30,4,Nice look,Camera quality  average
Samsung Galaxy M30,5,Thanks,Thanks
Samsung Galaxy M30,5,Good,Product is good
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,4,Good,Good
Samsung Galaxy M30,5,Amazing,Amazing
Samsung Galaxy M30,5,Good,Good phone
Samsung Galaxy M30,5,Good phone,Good phone
Samsung Galaxy M30,4,Good,Battery
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Must buy Mobile in such budget,"In this price range, This one is the superb product, Though camera is not up to mark as Samsung claims in this device. Overall Great Gadget."
Samsung Galaxy M30,1,Defective  handset sold to customer,"I was raised  a return request for this handset within the reputed time given by Amazon, but  no satisfied  service and needed to get serviced for 4 days at Samsung service center"
Samsung Galaxy M30,4,Not bad not good,Camera quality medium...battery life good..fingerprint are good
Samsung Galaxy M30,1,worst product,Please don't buy waste of money.
Samsung Galaxy M30,4,Awesome Performance,"Last two months i am using this phone , camera quality is really awesome , good performance"
Samsung Galaxy M30,5,Good Phone,Phone is good. Samsung M30 Nice phone.
Samsung Galaxy M30,5,phone M30 is awesome,M30 Samsung is awesome 😍I love it💗
Samsung Galaxy M30,3,"Just avoid M series phones,this is lollipop from Samsung.","Only battery life is okay, other than this every thing is rubbish. Actually samsung is cheating us in the name of its M series phones. I think all the proprietary features of Samsung phone are provided in their A series phones."
Samsung Galaxy M30,4,Inside Story Samsung Seal Pack Box!!!,"When I Received The Box It is seal pack box I am very happy and confident that inside all parts are geniue and new.cut the all seal and open the box.When I opened it, I saw that the phone in which this plastic is wrapped is completely messy and it was very stained, the same was in the back side of the phone.I did not know that this phone was real or fake, it seemed as if someone dragged it or used it some day. the phone is working right condition, so I kept it instead of retrun it,everything is fine working on this phone but I am a bit sorry because of the stain behind it."
Samsung Galaxy M30,5,Not worth,Diffective piece speaker not working properly to much disturbance
Samsung Galaxy M30,5,User,"Everything is working perfectly, Good quality gadget, love to use it."
Samsung Galaxy M30,4,Nice product,Good quality
Samsung Galaxy M30,2,Return,Not return my cashnback
Samsung Galaxy M30,3,Review for m30,Batrery is good. But rear camera is not up to the mark. Vedio calling is also of poor quality. Better to go for A50 or A50s.
Samsung Galaxy M30,5,Good phone,Nice phone
Samsung Galaxy M30,4,Good product,Nice one
Samsung Galaxy M30,4,Samsung M30 is Good mobile,Camera quality is not Good. Sometimes stucky. But Performs is good. Battery life is Good.
Samsung Galaxy M30,3,Network  problem,But network  problem
Samsung Galaxy M30,5,Awesome,Good
Samsung Galaxy M30,3,Average  phone,"Camera are not good
perfomance  not good but display and battery  are amazing"
Samsung Galaxy M30,5,Full Satisfied,Very nice phone
Samsung Galaxy M30,3,Like it,"A good quality, value for money, battery backup is good"
Samsung Galaxy M30,4,Good,Nice
Samsung Galaxy M30,5,m30,value for money product
Samsung Galaxy M30,3,It has to be improved,Finger print reader not working good
Samsung Galaxy M30,1,Don't buy any mobile to online,Not install & update any apps too worst mobile don't buy this and don't buy any mobile from Amazon
Samsung Galaxy M30,4,Best display under 10000,More priority to display it is best under the lowest price but performance is very slow.
Samsung Galaxy M30,4,Ok,Not bad
Samsung Galaxy M30,5,Good,Good product  at good price
Samsung Galaxy M30,5,Best Budget phone,Nice phone that has looks for a high end phone. My dad is using it and is happy with the performance.
Samsung Galaxy M30,5,Good,I have good mobile.
Samsung Galaxy M30,5,"Awesome battery, decent quality camera and excellent screen","Excellent picture and video quality, very good camera quality and more than excellent battery life. Moreover, its manufactured in India by Samsung. You are paying nothing to china. This is a value for money phone."
Samsung Galaxy M30,1,Not bad,Not bad
Samsung Galaxy M30,2,Your product,Over all Samsung M30 not to good.
Samsung Galaxy M30,5,Nice,Nice
Samsung Galaxy M30,1,Good,Good display and clarity
Samsung Galaxy M30,5,Top mobiles,"Pros
1.big battery around 12 hours screen on time
2.super amoled display is very good
3.fast charging around 2 hours in 0to100
4.Simple UI
5.Brand value
6.update available time to time
Cons.
1.normal design
2.heavy game uses hanging problem
3.  In10000 3GB and 32gb storage"
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Good WORK over all,Battery  good work 2day
Samsung Galaxy M30,5,very good delivery,m satisfy with phone
Samsung Galaxy M30,5,Samsung for best,"Everything is good , display and battery is awesome. Good classic looking phone."
Samsung Galaxy M30,4,Very happy,Super
Samsung Galaxy M30,5,Value for money,Nice phone with max.features.
Samsung Galaxy M30,5,It's really cool,It's really awesome
Samsung Galaxy M30,1,Charger is not working,Charger is not working replace it it takes 9 to 10 hours to fully charge it
Samsung Galaxy M30,5,Good,"This is the best product below 15k,  i am using it for last few months,  m happy,  video and pictures quality is good,  battery life is excellent ,  I charge my phone only once in 2 days."
Samsung Galaxy M30,5,Phone review:,A great phone to buy its got every think you want... The only bad thing abt this phone is the finger print sensor it gets stuck at some time. But a great phone to buy....
Samsung Galaxy M30,1,Worst Mobile,This is the worst mobile I had in my life. Except camera nothing is good. It hangs too much. Mainly u cant pick call.....
Samsung Galaxy M30,5,Mobile,Good product
Samsung Galaxy M30,1,Fake,Worst
Samsung Galaxy M30,5,Good phone,Nice phone in all conditions
Samsung Galaxy M30,1,Hang isuue,One of  worst ph ... i want money back..
Samsung Galaxy M30,3,3star,Good
Samsung Galaxy M30,5,Moins,Overall good product
Samsung Galaxy M30,5,Good,Gooooood
Samsung Galaxy M30,5,Nice,Nice
Samsung Galaxy M30,5,Good choice,Nice mobile
Samsung Galaxy M30,5,Nice Mobile...,"Really Nice Mobile. Battery is too good. Camera is good not awesome but it does the job. Update to Android 10 is available. Only Con is its processor. It is a bit slow but for Normal user, it is sufficient.
But a mobile of this Calibre in this price range by Samsung so nothing more to ask."
Samsung Galaxy M30,1,Samsung M30,Finger print sensor stopped working. Every time either you have to restart your phone or do the phone resettings to default.
Samsung Galaxy M30,5,Nice,Great
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,5,Average good look mobile,Excellent
Samsung Galaxy M30,5,Nice one...!!,A very good phone
Samsung Galaxy M30,5,💫💫,It's good
Samsung Galaxy M30,5,The extraordinary features of M30 samsung phone,General usage of phone only. Extensively for hunting news and online information on heritage sites.
Samsung Galaxy M30,5,Very good mobile,Good Product
Samsung Galaxy M30,3,Best phone,Over all best phone in 10k fast processer and finger print.
Samsung Galaxy M30,5,No,My casbeck
Samsung Galaxy M30,5,Amazing,"One thing what i like so much .....its OneUI
Wow i love it .....Display 5 out of 5
Ya camera achha hain par me satisfied hu thanks Samsung......"
Samsung Galaxy M30,4,great product,great deal for all
Samsung Galaxy M30,4,M30... first look for me....,"First look was good.
Then I want to start using today onwords..
I hope it was good..."
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,1,I disappointed,Mobile phone m30 is ok but cash back policy with hdfc card purchase is totally froad collabration of amazon and bank is out of mind .......
Samsung Galaxy M30,5,Good,Good
Samsung Galaxy M30,3,Overall okay but not satisfied,The touch screen of the phone is not working properly specially whenever call comes it’s difficult to slide and receive the call. Also unable to hear the call ringtone sometimes.
Samsung Galaxy M30,1,Remember,Very bad
Samsung Galaxy M30,5,Best value,Nothing is disliked
Samsung Galaxy M30,4,It's sumsang processor 🤔,Budget smartphone 😍
Samsung Galaxy M30,5,Good,battery life
Samsung Galaxy M30,3,Camara,Camara quality is low
Samsung Galaxy M30,5,Best budget Phone,"Best budget Phone, don't  goes with negative reviews no heating issues it's wonderful performed, screen, battery, camera&Processor  is also performed  best.👌👌👌👌👌👌👌👌👌👌"
Samsung Galaxy M30,4,Good,Good battery life and display
Samsung Galaxy M30,4,Cheap &best,Nice mobile
Samsung Galaxy M30,4,Wonderful,Good one
Samsung Galaxy M30,5,Good phone,Overall good
Samsung Galaxy M30,5,Good product.,"In this price range, this is the best product any big company like samsung can provide."
Samsung Galaxy M30,4,As Expected,Good for the price
Samsung Galaxy M30,5,nice mobile,nice mobile but camera quality  not much enough for me
Samsung Galaxy M30,5,Satisfied with the product,Better specifications and camera quality is very good.
Samsung Galaxy M30,5,Good Samsung phone,Excellent product.
Samsung Galaxy M30,1,Slow performance and hanging,As always samsung's best verdict.. SLOW PERFORMANCE AND HANGING ISSUE
Samsung Galaxy M30,5,Nice phone,Its good. Samsung is the best.
